Date, Open, High, Low, Close
06/17/22, 10697.55, 10884.71, 10638.72, 10798.35
06/16/22, 10806.02, 10831.07, 10565.14, 10646.10
06/15/22, 10968.40, 11244.26, 10866.39, 11099.15
06/14/22, 10897.43, 10926.81, 10733.04, 10828.35
06/13/22, 10986.84, 11071.48, 10775.14, 10809.23
06/10/22, 11543.88, 11569.15, 11328.27, 11340.02
06/09/22, 12016.47, 12115.07, 11751.98, 11754.23
06/08/22, 12147.28, 12235.78, 12052.70, 12086.27
06/07/22, 11925.81, 12194.86, 11888.61, 12175.23
06/06/22, 12200.33, 12245.40, 12004.20, 12061.37
06/03/22, 12097.12, 12167.44, 11966.62, 12012.73
06/02/22, 11945.57, 12320.12, 11901.45, 12316.90
06/01/22, 12176.89, 12237.94, 11901.43, 11994.46
05/31/22, 12137.54, 12190.08, 11942.50, 12081.39
05/27/22, 11869.69, 12131.66, 11856.82, 12131.13
05/26/22, 11409.84, 11796.97, 11406.16, 11740.65
05/25/22, 11225.03, 11511.90, 11211.85, 11434.74
05/24/22, 11326.44, 11351.61, 11092.48, 11264.45
05/23/22, 11396.28, 11552.07, 11304.56, 11535.27
05/20/22, 11542.67, 11552.21, 11035.69, 11354.62
05/19/22, 11364.40, 11562.82, 11313.31, 11388.50
05/18/22, 11790.68, 11826.22, 11381.69, 11418.15
05/17/22, 11905.57, 11988.43, 11754.28, 11984.52
05/16/22, 11727.14, 11804.59, 11627.53, 11662.79
05/13/22, 11555.98, 11856.71, 11510.25, 11805.00
05/12/22, 11199.25, 11547.33, 11108.76, 11370.96
05/11/22, 11645.57, 11844.51, 11339.18, 11364.24
05/10/22, 11900.34, 11944.94, 11566.28, 11737.67
05/09/22, 11923.03, 11990.61, 11574.94, 11623.25
05/06/22, 12246.83, 12358.42, 11990.15, 12144.66
05/05/22, 12787.52, 12787.52, 12183.56, 12317.69
05/04/22, 12574.73, 12985.01, 12367.02, 12964.86
05/03/22, 12511.46, 12645.83, 12460.99, 12563.76
05/02/22, 12331.69, 12542.54, 12202.41, 12536.02
04/29/22, 12710.42, 12861.83, 12315.74, 12334.64
04/28/22, 12712.86, 12948.52, 12487.86, 12871.53
04/27/22, 12500.88, 12703.79, 12430.90, 12488.93
04/26/22, 12918.04, 12918.04, 12490.74, 12490.74
04/25/22, 12749.17, 13011.45, 12722.59, 13004.85
04/22/22, 13168.80, 13212.60, 12828.02, 12839.29
04/21/22, 13623.70, 13710.69, 13140.83, 13174.65
04/20/22, 13665.38, 13678.55, 13426.13, 13453.07
04/19/22, 13312.44, 13643.97, 13281.22, 13619.66
04/18/22, 13319.39, 13414.27, 13222.03, 13332.36
04/14/22, 13647.43, 13662.93, 13345.22, 13351.08
04/13/22, 13373.12, 13679.43, 13353.66, 13643.59
04/12/22, 13584.69, 13685.95, 13317.74, 13371.57
04/11/22, 13547.29, 13585.08, 13401.39, 13411.96
04/08/22, 13830.47, 13866.06, 13693.69, 13711.00
04/07/22, 13861.49, 13978.25, 13689.23, 13897.30
04/06/22, 14002.58, 14032.84, 13788.90, 13888.82
04/05/22, 14490.26, 14500.29, 14169.12, 14204.17
04/04/22, 14304.35, 14534.38, 14286.45, 14532.55
04/01/22, 14269.53, 14306.94, 14131.81, 14261.50
03/31/22, 14444.78, 14456.74, 14217.73, 14220.52
03/30/22, 14558.59, 14609.25, 14383.45, 14442.27
03/29/22, 14500.39, 14646.90, 14419.40, 14619.64
03/28/22, 14177.21, 14356.00, 14101.34, 14354.90
03/25/22, 14194.72, 14218.76, 14010.79, 14169.30
03/24/22, 14001.32, 14193.55, 13897.20, 14191.84
03/23/22, 13990.35, 14152.15, 13921.65, 13922.60
03/22/22, 13866.43, 14141.07, 13857.29, 14108.82
03/21/22, 13860.39, 13945.81, 13682.55, 13838.46
03/18/22, 13564.63, 13899.28, 13528.06, 13893.84
03/17/22, 13360.72, 13620.80, 13317.14, 13614.78
03/16/22, 13119.36, 13440.12, 12992.20, 13436.55
03/15/22, 12685.23, 12973.88, 12616.59, 12948.62
03/14/22, 12795.12, 12918.01, 12555.35, 12581.22
03/11/22, 13229.77, 13239.35, 12830.37, 12843.81
03/10/22, 13098.35, 13163.50, 12946.28, 13129.96
03/09/22, 13113.70, 13301.16, 13039.79, 13255.55
03/08/22, 12800.04, 13159.44, 12670.08, 12795.55
03/07/22, 13328.36, 13353.28, 12828.02, 12830.96
03/04/22, 13455.23, 13486.71, 13224.98, 13313.44
03/03/22, 13837.59, 13837.59, 13472.64, 13537.94
03/02/22, 13597.53, 13796.55, 13493.91, 13752.02
03/01/22, 13716.70, 13777.04, 13441.32, 13532.46
02/28/22, 13570.83, 13810.64, 13549.90, 13751.40
02/25/22, 13485.26, 13696.86, 13358.29, 13694.62
02/24/22, 12587.88, 13486.11, 12587.88, 13473.59
02/23/22, 13511.75, 13533.78, 13032.17, 13037.49
02/22/22, 13424.36, 13618.72, 13249.65, 13381.52
02/18/22, 13735.40, 13762.40, 13465.56, 13548.07
02/17/22, 14004.19, 14020.82, 13704.70, 13716.72
02/16/22, 14038.92, 14163.73, 13931.99, 14124.09
02/15/22, 13997.18, 14142.49, 13976.29, 14139.76
02/14/22, 13768.97, 13921.71, 13664.76, 13790.92
02/11/22, 14213.62, 14246.70, 13733.16, 13791.15
02/10/22, 14228.68, 14509.56, 14118.20, 14185.64
02/09/22, 14368.16, 14490.72, 14330.87, 14490.37
